address,초등학교,중학교,고등학교,학원,유치원 및 어린이집,병의원 및 약국,보건소,응급의료기관시설,백화점,대형마트,복합쇼핑센터,시장,헬스장,수영장,체육관,공원,영화관,카페,도서관,놀이터,경로당,사회복지관,등산로,산책로,미세먼지,범죄안전등급,경찰관서,여성안심지킴이집
경기도 수원시 영통구 신동,0,0,0,상,중,중,0,0,0,중,0,0,중,중,0,하,0,최상,0,중,중,0,0,0,상,중,0,0
경기도 수원시 영통구 망포동,최상,중,중,최상,최상,최상,0,0,0,0,0,0,최상,중,0,최상,0,최상,상,최상,최상,0,0,0,상,중,중,0
경기도 성남시 수정구 신흥동,중,하,0,최상,상,최상,0,0,0,0,0,상,상,0,0,하,중,최상,최상,0,최상,0,0,0,상,중,0,0
경기도 성남시 수정구 태평동,최상,하,0,최상,상,최상,0,중,0,0,중,중,중,0,0,하,0,최상,최상,0,최상,0,하,0,상,중,0,0
경기도 성남시 수정구 수진동,중,중,중,상,상,최상,0,중,0,0,0,0,하,0,0,하,0,최상,상,0,최상,0,0,0,상,중,0,0
경기도 성남시 수정구 단대동,하,중,중,상,중,상,0,0,0,0,0,0,0,0,0,중,0,상,중,하,최상,0,0,0,상,중,0,0
경기도 성남시 수정구 산성동,하,하,0,중,중,중,0,0,0,0,0,0,0,0,0,중,0,상,중,0,중,중,0,0,상,중,0,0
경기도 성남시 수정구 양지동,하,0,0,상,0,중,0,0,0,0,0,0,0,0,0,하,0,상,상,0,중,0,0,0,상,중,0,0
경기도 성남시 수정구 복정동,하,0,중,중,중,중,0,0,0,0,0,0,중,0,0,0,0,최상,상,상,상,0,중,0,상,중,0,0
경기도 성남시 수정구 창곡동,최상,중,중,최상,최상,최상,0,0,0,0,0,0,중,상,0,중,중,최상,중,중,최상,상,0,0,상,중,0,0
경기도 성남시 수정구 신촌동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,하,0,하,0,상,중,0,0
경기도 성남시 수정구 오야동,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,0,하,0,하,0,상,중,0,0
경기도 성남시 수정구 심곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,하,0,상,중,0,0
경기도 성남시 수정구 고등동,하,0,0,중,하,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,하,0,상,중,0,0
경기도 성남시 수정구 상적동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,하,중,0,상,0,상,중,0,0
경기도 성남시 수정구 둔전동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,중,0,0
경기도 성남시 수정구 시흥동,0,0,0,0,0,하,0,0,0,0,중,0,0,0,0,하,중,상,중,0,중,0,0,0,상,중,0,0
경기도 성남시 수정구 금토동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,중,0,상,중,0,0
경기도 성남시 수정구 사송동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,상,중,0,0
경기도 성남시 중원구 성남동,하,상,최상,최상,상,최상,0,0,0,0,0,0,최상,0,0,중,상,최상,상,하,상,0,0,0,상,중,중,0
경기도 성남시 중원구 금광동,최상,최상,중,최상,상,최상,0,중,0,0,0,중,중,0,0,중,0,최상,상,0,최상,중,0,0,상,중,중,0
경기도 성남시 중원구 은행동,상,하,0,상,상,최상,0,0,0,0,0,0,하,0,0,최상,0,상,중,중,최상,0,하,0,상,중,중,0
경기도 성남시 중원구 상대원동,최상,0,0,상,상,최상,0,0,0,0,0,0,상,0,0,하,0,최상,상,0,최상,0,하,0,상,중,상,0
경기도 성남시 중원구 여수동,하,0,0,상,중,중,0,0,0,0,0,0,0,0,0,상,0,최상,0,상,상,0,0,0,상,중,0,0
경기도 성남시 중원구 도촌동,하,하,0,상,상,중,0,0,0,0,0,0,하,0,0,상,0,상,중,상,최상,중,하,0,상,중,중,0
경기도 성남시 중원구 갈현동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,상,중,0,0
경기도 성남시 중원구 하대원동,중,하,중,상,상,중,0,0,0,0,0,중,0,0,0,중,0,상,중,하,최상,0,0,0,상,중,0,0
경기도 성남시 중원구 중앙동,하,0,0,상,중,상,0,0,0,0,0,0,하,0,0,하,0,최상,상,하,상,0,0,0,상,중,0,0
경기도 성남시 분당구 분당동,중,하,중,상,상,중,0,0,0,0,0,0,중,중,0,상,0,상,0,상,최상,0,중,0,상,중,0,0
경기도 성남시 분당구 수내동,상,상,상,최상,최상,최상,0,0,상,0,0,최상,최상,중,0,상,0,최상,중,상,최상,0,중,0,상,중,0,0
경기도 성남시 분당구 정자동,최상,최상,최상,최상,최상,최상,0,0,0,중,0,0,최상,최상,0,상,0,최상,최상,최상,최상,중,중,0,상,중,0,0
경기도 성남시 분당구 율동,0,0,0,하,0,0,0,중,0,0,0,0,0,0,0,하,0,상,0,0,하,0,하,0,상,중,0,0
경기도 성남시 분당구 서현동,최상,중,상,최상,최상,최상,0,중,상,0,0,최상,최상,중,0,하,상,최상,상,최상,최상,0,0,0,상,중,0,0
경기도 성남시 분당구 이매동,상,상,최상,최상,최상,상,0,0,0,0,0,0,최상,중,0,중,0,최상,0,상,최상,0,0,0,상,중,0,0
경기도 성남시 분당구 야탑동,최상,중,최상,최상,최상,최상,0,중,최상,중,0,중,최상,중,중,최상,중,최상,최상,최상,최상,중,0,0,상,중,중,0
경기도 성남시 분당구 판교동,중,중,중,최상,상,상,0,0,0,0,0,0,0,0,0,중,0,최상,중,상,최상,중,0,0,상,중,0,0
경기도 성남시 분당구 삼평동,중,하,중,최상,상,최상,0,0,0,중,0,0,상,중,0,상,0,최상,0,상,최상,0,0,0,상,중,중,0
경기도 성남시 분당구 백현동,중,중,상,상,상,상,0,0,상,0,0,0,하,0,0,중,중,최상,상,상,최상,0,하,0,상,중,0,0
경기도 성남시 분당구 금곡동,하,하,중,최상,상,최상,0,0,0,0,0,0,상,중,0,0,0,최상,0,상,최상,상,하,0,상,중,중,0
경기도 성남시 분당구 궁내동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,하,0,하,0,상,중,0,0
경기도 성남시 분당구 동원동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,상,중,0,0
경기도 성남시 분당구 구미동,최상,중,중,최상,최상,최상,0,중,0,상,0,0,최상,상,0,최상,중,최상,최상,최상,최상,0,하,0,상,중,0,0
경기도 성남시 분당구 운중동,중,하,중,상,상,상,0,0,0,0,0,0,하,0,0,최상,0,최상,중,상,최상,0,중,0,상,중,0,0
경기도 성남시 분당구 대장동,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,하,0,상,중,0,0
경기도 성남시 분당구 석운동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,하,0,상,중,0,0
경기도 성남시 분당구 하산운동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,중,0,0
경기도 의정부시 의정부동,중,0,중,최상,최상,최상,상,상,상,0,0,중,하,0,0,최상,최상,최상,최상,상,최상,0,최상,중,상,하,중,0
경기도 의정부시 호원동,하,중,중,최상,최상,최상,0,0,0,0,0,0,최상,중,0,중,0,최상,상,상,최상,0,최상,최상,상,하,중,0
경기도 의정부시 장암동,0,0,0,상,상,중,0,0,0,중,0,0,하,중,0,하,0,상,중,중,최상,중,최상,0,상,하,0,0
경기도 의정부시 신곡동,0,0,0,최상,최상,최상,0,중,0,0,0,0,최상,0,0,최상,0,최상,최상,최상,최상,0,최상,0,상,하,중,0
경기도 의정부시 용현동,하,하,중,상,최상,상,0,0,0,상,0,0,하,중,0,상,0,최상,중,중,최상,0,상,0,상,하,0,0
경기도 의정부시 민락동,0,0,0,최상,최상,최상,0,0,0,상,0,0,상,상,0,최상,최상,최상,상,최상,최상,0,상,0,상,하,중,0
경기도 의정부시 낙양동,0,0,0,상,하,중,0,0,0,0,0,0,하,중,0,상,0,상,0,중,최상,0,상,0,상,하,0,0
경기도 의정부시 자일동,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,하,0,0,중,0,최상,0,상,하,0,0
경기도 의정부시 금오동,0,0,0,최상,상,최상,0,상,0,중,0,0,중,0,0,최상,0,최상,중,중,최상,0,최상,0,상,하,0,0
경기도 의정부시 가능동,0,0,0,최상,상,상,0,0,0,0,0,0,하,0,0,0,0,최상,최상,최상,최상,0,최상,상,상,하,중,0
경기도 의정부시 녹양동,0,0,0,상,상,상,0,0,0,0,0,0,0,0,0,상,0,최상,상,중,최상,0,하,0,상,하,0,0
경기도 의정부시 고산동,중,0,0,중,중,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,중,0,중,0,상,하,0,0
경기도 의정부시 산곡동,0,0,0,중,하,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,상,0,상,하,0,0
경기도 안양시 만안구 안양동,최상,최상,최상,최상,최상,최상,0,상,상,0,중,중,최상,0,0,최상,최상,최상,상,최상,최상,상,최상,0,하,중,최상,0
경기도 안양시 만안구 석수동,최상,중,중,최상,최상,최상,0,0,0,0,0,0,최상,0,0,최상,0,최상,중,최상,최상,0,최상,0,하,중,0,0
경기도 안양시 만안구 박달동,중,하,중,최상,상,상,0,0,0,0,0,0,0,0,0,하,0,최상,중,상,최상,0,하,0,하,중,중,0
경기도 안양시 동안구 비산동,최상,상,상,최상,최상,최상,0,0,0,중,중,0,최상,중,0,최상,0,최상,중,최상,최상,상,상,0,하,중,중,0
경기도 안양시 동안구 관양동,최상,최상,최상,최상,최상,최상,0,0,0,중,0,0,최상,중,0,최상,상,최상,상,최상,최상,0,하,상,하,중,중,0
경기도 안양시 동안구 평촌동,최상,중,상,최상,최상,최상,0,중,0,0,0,0,상,상,0,중,0,최상,중,최상,최상,0,0,중,하,중,중,0
경기도 안양시 동안구 호계동,최상,최상,상,최상,최상,최상,0,0,0,0,최상,0,최상,0,0,최상,상,최상,상,최상,최상,최상,0,0,하,중,최상,0
경기도 부천시 원미동,0,0,0,상,상,최상,0,0,0,0,0,0,상,중,0,중,0,상,중,중,최상,중,상,0,하,하,중,0
경기도 부천시 심곡동,중,0,0,최상,상,최상,0,중,0,0,중,0,최상,0,0,0,최상,최상,상,상,최상,0,0,0,하,하,중,0
경기도 부천시 춘의동,0,0,0,중,0,중,0,0,0,0,0,0,중,0,중,하,0,상,0,0,최상,중,최상,0,하,하,0,0
경기도 부천시 도당동,0,0,0,상,상,상,0,0,0,0,0,0,0,0,0,하,0,최상,상,중,상,0,0,0,하,하,0,0
경기도 부천시 약대동,중,0,0,상,상,중,0,중,0,0,0,0,0,0,0,하,0,상,중,상,최상,0,0,0,하,하,중,0
경기도 부천시 소사동,0,0,0,중,하,중,0,중,0,0,0,0,0,0,0,0,0,중,중,하,상,0,하,0,하,하,0,0
경기도 부천시 역곡동,하,하,중,최상,상,최상,0,0,0,0,0,0,0,0,0,하,0,최상,중,상,최상,0,중,0,하,하,중,0
경기도 부천시 중동,최상,최상,최상,최상,최상,최상,상,중,상,중,상,0,최상,최상,0,최상,최상,최상,최상,최상,최상,상,0,0,하,하,상,0
경기도 부천시 상동,중,최상,최상,최상,최상,최상,0,0,0,중,최상,0,최상,중,0,최상,최상,최상,최상,최상,최상,중,0,0,하,하,중,0
경기도 부천시 소사본동,하,중,중,최상,최상,최상,상,중,0,0,0,0,상,중,0,상,0,최상,최상,최상,최상,중,상,0,하,하,중,0
경기도 부천시 심곡본동,0,0,0,상,상,최상,0,0,0,0,상,0,상,0,0,상,0,최상,상,상,최상,중,상,0,하,하,0,0
경기도 부천시 범박동,0,0,0,최상,상,상,0,0,0,0,0,0,0,0,0,상,0,상,중,중,최상,0,0,0,하,하,중,0
경기도 부천시 괴안동,0,0,0,상,상,최상,0,0,0,중,0,0,최상,중,0,상,상,최상,중,중,최상,0,0,0,하,하,0,0
경기도 부천시 송내동,하,상,최상,최상,최상,상,0,0,0,0,0,0,중,0,0,중,0,최상,중,최상,최상,0,중,0,하,하,중,0
경기도 부천시 옥길동,하,하,0,최상,상,상,0,0,0,0,중,0,중,0,0,최상,상,최상,0,0,최상,0,0,0,하,하,0,0
경기도 부천시 계수동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,0,0,0,0,하,하,0,0
경기도 부천시 오정동,하,하,중,상,최상,상,상,0,0,0,0,0,하,0,0,상,0,상,최상,상,최상,0,0,0,하,하,0,0
경기도 부천시 여월동,0,0,0,상,상,중,0,0,0,중,0,0,하,0,0,상,0,상,0,상,최상,0,0,0,하,하,중,0
경기도 부천시 작동,0,0,0,중,중,중,0,0,0,0,0,0,0,0,0,0,0,상,중,최상,상,0,0,0,하,하,0,0
경기도 부천시 원종동,하,0,중,최상,최상,최상,0,중,0,0,0,0,상,0,0,하,0,최상,0,중,최상,0,0,0,하,하,중,0
경기도 부천시 고강동,하,하,중,상,상,상,0,0,0,0,0,0,상,상,0,상,0,상,상,중,최상,중,0,0,하,하,중,0
경기도 부천시 대장동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,중,0,0,하,하,0,0
경기도 부천시 삼정동,하,0,0,중,중,상,0,0,0,0,0,0,0,0,0,0,0,상,상,중,최상,중,0,0,하,하,중,0
경기도 부천시 내동,0,0,0,하,0,중,0,0,0,0,0,0,하,0,0,0,0,중,0,상,상,0,0,0,하,하,0,0
경기도 광명시 광명동,0,0,0,최상,상,최상,상,0,0,0,0,0,중,중,0,중,중,최상,중,최상,최상,중,최상,0,하,중,상,0
경기도 광명시 철산동,하,상,상,최상,최상,최상,0,중,0,0,상,0,최상,중,0,상,중,최상,상,상,최상,중,상,0,하,중,중,0
경기도 광명시 하안동,0,0,0,최상,최상,최상,상,0,0,0,중,0,중,상,0,최상,중,최상,중,최상,최상,중,최상,0,하,중,중,0
경기도 광명시 소하동,하,상,최상,최상,최상,최상,0,0,0,중,0,0,최상,중,0,최상,0,최상,중,최상,최상,0,최상,0,하,중,중,0
경기도 광명시 노온사동,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,최상,0,하,중,0,0
경기도 광명시 일직동,0,0,0,상,하,상,0,0,0,중,최상,0,0,중,0,중,상,최상,0,중,상,0,상,0,하,중,0,0
경기도 광명시 가학동,0,0,0,0,중,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,상,0,상,0,하,중,0,0
경기도 광명시 옥길동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,하,중,0,0
경기도 평택시 서정동,0,0,0,최상,상,최상,상,0,0,0,0,0,하,중,0,상,중,최상,중,최상,최상,0,하,0,하,하,중,0
경기도 평택시 장당동,0,0,0,중,하,하,0,중,0,중,0,0,하,0,0,중,0,중,중,상,최상,0,0,0,하,하,0,0
경기도 평택시 모곡동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,하,0,0,0,하,하,0,0
경기도 평택시 칠괴동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,중,0,0,0,하,하,0,0
경기도 평택시 칠원동,하,0,0,상,중,하,0,0,0,0,0,0,0,0,0,최상,0,중,중,상,상,0,0,중,하,하,0,0
경기도 평택시 도일동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,중,0,중,상,0,상,상,하,하,0,0
경기도 평택시 가재동,0,0,0,중,하,0,0,0,0,0,0,0,하,0,0,최상,0,중,0,중,상,0,0,0,하,하,0,0
경기도 평택시 장안동,0,0,0,중,0,하,0,0,0,0,0,0,하,0,0,상,0,중,0,상,중,0,중,중,하,하,0,0
경기도 평택시 이충동,0,0,0,최상,상,상,0,0,0,0,0,0,최상,0,상,최상,0,최상,0,상,최상,중,중,0,하,하,0,0
경기도 평택시 지산동,0,0,0,상,상,상,0,0,0,0,0,0,하,0,0,중,0,최상,중,상,최상,0,최상,중,하,하,0,0
경기도 평택시 독곡동,0,0,0,상,0,하,0,중,0,0,0,0,0,0,0,하,0,중,0,중,최상,0,0,0,하,하,0,0
경기도 평택시 신장동,0,0,0,중,하,상,0,0,0,0,0,0,0,0,0,상,0,최상,0,0,상,0,0,0,하,하,상,0
경기도 평택시 평택동,0,0,0,상,하,최상,0,중,0,0,상,0,0,0,0,0,상,최상,0,중,상,0,0,0,하,하,0,0
경기도 평택시 통복동,0,0,0,중,중,상,0,0,0,0,0,0,0,0,0,최상,0,상,0,중,최상,0,0,0,하,하,중,0
경기도 평택시 군문동,0,0,0,중,중,하,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0,0,하,하,0,0
경기도 평택시 유천동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,중,0,0,중,하,하,0,0
경기도 평택시 합정동,하,0,중,최상,상,상,0,중,0,중,0,0,하,0,중,0,0,최상,0,최상,최상,중,0,중,하,하,0,0
경기도 평택시 비전동,중,최상,최상,최상,최상,최상,상,0,0,중,중,0,최상,최상,0,최상,상,최상,상,최상,최상,0,최상,중,하,하,중,0
경기도 평택시 동삭동,중,0,0,상,상,상,0,0,0,0,0,0,하,0,0,최상,0,상,0,최상,최상,0,0,중,하,하,0,0
경기도 평택시 세교동,0,0,0,상,상,상,0,중,0,0,0,0,하,0,0,최상,0,상,중,최상,최상,0,0,0,하,하,0,0
경기도 평택시 지제동,0,0,0,하,0,하,0,0,0,중,0,0,0,0,0,중,0,상,0,중,중,0,0,0,하,하,0,0
경기도 평택시 신대동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,상,0,0,0,하,하,0,0
경기도 평택시 소사동,0,0,0,중,하,하,0,0,0,0,0,0,0,0,0,최상,0,중,0,상,중,0,0,중,하,하,0,0
경기도 평택시 용이동,0,0,0,최상,상,상,0,0,0,0,0,0,최상,0,0,최상,0,최상,0,최상,최상,0,0,중,하,하,중,0
경기도 평택시 월곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,중,0,하,하,0,0
경기도 평택시 청룡동,0,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,하,0,하,하,0,0
경기도 평택시 죽백동,0,0,0,중,상,0,0,0,0,0,0,0,0,0,0,상,0,상,중,상,상,0,0,중,하,하,0,0
경기도 평택시 고덕동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,하,중,0
경기도 평택시 팽성읍 객사리,하,0,0,중,상,중,0,0,0,0,0,0,0,0,중,하,0,상,0,하,상,0,0,0,하,하,중,0
경기도 평택시 팽성읍 남산리,0,0,0,하,0,0,상,0,0,0,0,0,0,0,0,상,0,중,0,0,상,0,0,0,하,하,0,0
경기도 평택시 팽성읍 추팔리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,하,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 노와리,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,최상,0,0,0,하,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 평궁리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 신궁리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 신호리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,하,하,0,0
경기도 평택시 팽성읍 근내리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,하,하,0,0
경기도 평택시 팽성읍 석봉리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,하,0,0,0,하,하,0,0
경기도 평택시 팽성읍 원정리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,하,0,하,0,0,하,0,0,0,하,하,0,0
경기도 평택시 팽성읍 도두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,하,0,0
경기도 평택시 팽성읍 함정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 신대리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,0,상,0,0,0,하,하,0,0
경기도 평택시 팽성읍 본정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최상,0,하,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 노양리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,중,0,하,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 노성리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 두정리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,상,0,0,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 석근리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,하,0,0,0,하,하,0,0
경기도 평택시 팽성읍 대사리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,0,0,하,하,0,0
경기도 평택시 팽성읍 안정리,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,중,0,상,중,상,최상,0,0,0,하,하,0,0
경기도 평택시 팽성읍 동창리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,하,0,0,0,하,하,0,0
경기도 평택시 팽성읍 내리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,하,0,0,0,하,하,0,0
경기도 평택시 팽성읍 대추리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,하,0,0
경기도 평택시 팽성읍 송화리,중,하,중,중,상,중,0,0,0,0,0,0,0,0,0,상,0,중,0,중,최상,0,0,0,하,하,0,0
경기도 평택시 안중읍 안중리,하,0,중,하,상,상,0,0,0,0,0,0,0,0,0,상,0,최상,0,중,상,0,하,0,하,하,0,0
경기도 평택시 안중읍 학현리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,중,중,0,하,중,0,중,0,하,0,하,하,0,0
경기도 평택시 안중읍 금곡리,0,0,0,하,0,0,0,중,0,0,0,0,0,중,0,하,0,하,0,0,상,0,하,0,하,하,0,0
경기도 평택시 안중읍 대반리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최상,0,하,0,0,상,0,하,0,하,하,0,0
경기도 평택시 안중읍 삼정리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,중,0,하,0,하,하,0,0
경기도 평택시 안중읍 용성리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,하,하,0,0
경기도 평택시 안중읍 덕우리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,하,하,0,0
경기도 평택시 안중읍 성해리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,하,하,0,0
경기도 평택시 안중읍 송담리,0,0,0,중,0,중,0,0,0,0,0,0,0,0,0,중,0,상,0,중,상,0,하,0,하,하,0,0
경기도 평택시 안중읍 현화리,상,상,상,최상,상,상,상,중,0,중,0,0,최상,0,0,최상,0,최상,0,상,최상,0,하,0,하,하,중,0
경기도 평택시 포승읍 내기리,하,0,0,중,중,하,0,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,중,0,하,하,0,0
경기도 평택시 포승읍 도곡리,하,하,0,중,상,중,상,0,0,0,0,0,0,0,0,중,0,최상,중,중,최상,0,중,0,하,하,0,0
경기도 평택시 포승읍 원정리,하,0,0,중,상,하,상,0,0,0,0,0,0,0,0,상,0,상,0,0,최상,0,중,0,하,하,0,0
경기도 평택시 포승읍 만호리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,상,0,상,0,0,상,0,중,0,하,하,중,0
경기도 평택시 포승읍 희곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,하,하,0,중,0,하,하,0,0
경기도 평택시 포승읍 신영리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,중,0,하,하,0,0
경기도 평택시 포승읍 방림리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,중,0,하,하,중,0
경기도 평택시 포승읍 석정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,중,0,하,하,0,0
경기도 평택시 포승읍 홍원리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최상,0,중,0,하,하,0,0
경기도 평택시 청북읍 현곡리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,상,0,중,0,0,중,0,최상,0,하,하,중,0
경기도 평택시 청북읍 삼계리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,최상,0,하,하,0,0
경기도 평택시 청북읍 고잔리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,최상,0,최상,0,하,하,0,0
경기도 평택시 청북읍 옥길리,중,하,중,상,최상,중,0,0,0,0,0,0,0,0,0,최상,0,상,중,최상,최상,0,최상,0,하,하,0,0
경기도 평택시 청북읍 후사리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,상,0,하,0,0,중,0,최상,0,하,하,0,0
경기도 평택시 청북읍 토진리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,하,하,0,0
경기도 평택시 청북읍 백봉리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,하,하,0,0
경기도 평택시 청북읍 어연리,0,0,0,0,0,하,상,0,0,0,0,0,0,0,0,중,0,중,0,0,중,0,최상,0,하,하,0,0
경기도 평택시 청북읍 율북리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최상,0,0,0,0,상,0,최상,0,하,하,0,0
경기도 평택시 청북읍 한산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,하,하,0,0
경기도 평택시 청북읍 어소리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,하,하,0,0
경기도 평택시 청북읍 고렴리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,최상,0,하,하,0,0
경기도 평택시 진위면 봉남리,하,0,0,하,중,0,상,0,0,0,0,0,0,0,0,하,0,중,0,하,중,0,최상,중,하,하,0,0
경기도 평택시 진위면 마산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,상,0,최상,중,하,하,0,0
경기도 평택시 진위면 은산리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,최상,중,하,하,0,0
경기도 평택시 진위면 동천리,0,0,0,0,0,0,상,0,0,0,0,0,0,상,0,0,0,중,0,0,중,0,최상,중,하,하,0,0
경기도 평택시 진위면 고현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최상,중,하,하,0,0
경기도 평택시 진위면 청호리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,0,0,0,최상,중,하,하,0,0
